"Infrastructure
ID",WBS,Category,Subcategory,Project Name,Identified Project funding,Project Description,Project Priority,Project Cost Estimate,Funding Status (%),Funding Phase,Funding Needed,Quadrant(s),NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,"Bond Tranche/
Funding Tier"
867,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Bakers Ferry Road",,"Replacement of traffic signal LED's, controller monitor signal wiring, communication, & timing at the intersection.",Low,"$74,920",,,"$74,920",SW,,,,SW,1.000,"$74,920",,,,,,,,,,,10,,,,1.000,"$74,920",H,,,,,Adamsville,,,,,,,,,,,"Martin L. King, Jr. Drive",,,Bakers Ferry Road,,,,Low Traffic Signals,1
599,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Bolton Road",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",H,,,,,Old Gordon,,,,,,,,,,,"Martin L. King, Jr. Drive",Bolton Road,,,,,,Medium Traffic Signals,1
633,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Broad Street",Recovery Zone,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,SW,,,,SW,1.000,"$87,760",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
197,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Browning Street & Laurel Avenue",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,3,,,,,,,,,,,1.000,"$87,760",K,,,,,Mozley Park,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
636,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Brownlee Road",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,,,,,,,10,,,,1.000,"$87,760",H,,,,,Adamsville,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
191,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Burbank Drive",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,"$87,760",K,,,,,Hunter Hills,Mozley Park,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
269,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Centennial Olympic Park Drive",Project Shield,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,"NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,$0,M,,,,,Downtown,Castleberry Hill,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
673,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Central Avenue",,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",,,"$55,660",SW,,,,SW,1.000,"$55,660",,,2,,,,,,,,,,,,1.000,"$55,660",M,,,,,Downtown,,,,,,,,,,,"Martin L. King, Jr. Drive",Central Avenue,,,,,,Low Traffic Signals,1
193,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Chappell Road",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,"$87,760",K,,,,,Hunter Hills,Mozley Park,,,,,,,,,,"Martin L. King, Jr. Drive",,,Chappell Road,,,,Medium Traffic Signals,1
192,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Chicamauga Avenue",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,"$87,760",K,,,,,Hunter Hills,Mozley Park,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
775,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Fairburn Road",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",H,,,,,Adamsville,,,,,,,,,,,"Martin L. King, Jr. Drive",,,Fairburn Road,,,,Medium Traffic Signals,1
792,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Forsyth Street",Project Shield,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,SW,,,,SW,1.000,"$87,760",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,"Martin L. King, Jr. Drive",,,Forsyth Street,,,,Medium Traffic Signals,1
832,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Hamilton Holmes Drive & Peyton Road",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,,,,,,,10,,,,1.000,"$87,760",I,,,,,Highland Terrace,,,,,,,,,,,"Martin L. King, Jr. Drive",Hamilton E. Holmes Drive,,Peyton Road,,,,Medium Traffic Signals,1
833,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Hill Street",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SE,,,SE,,1.000,"$87,760",,,,,,5,,,,,,,,,1.000,"$87,760",W,,,,,Grant Park,,,,,,,,,,,"Martin L. King, Jr. Drive",Hill Street,,,,,,Medium Traffic Signals,1
463,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ I-285 N/B Ramp",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760",0%,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",I,,,,,,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,High Traffic Signals,1
349,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ I-285 S/B Ramp",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",H,,,,,Adamsville,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
186,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ James P. Brawley Drive",Recovery Zone,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,"NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,$0,L,T,,,,Vine City,Atlanta University Center,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
648,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Jessie Hill, Jr. Drive",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SE,,,SE,,1.000,"$87,760",,,,,,5,,,,,,,,,1.000,"$87,760",M,,,,,Downtown,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
187,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Joseph E. Lowery Boulevard",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,"$87,760",K,L,T,,,Washington Park,Vine City,Ashview Heights,Atlanta University Center,,,,,,,,"Martin L. King, Jr. Drive",,,Joseph E. Lowery Boulevard,,,,Medium Traffic Signals,1
336,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Linkwood Road",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",I,,,,,Harland Terrace,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
342,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Lynhurst Drive",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,,,,,,,10,,,,1.000,"$87,760",I,,,,,Harland Terrace,,,,,,,,,,,"Martin L. King, Jr. Drive",,,Lynhurst Drive,,,,Medium Traffic Signals,4
350,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Martin Street",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SE,,,SE,,1.000,"$87,760",,,,,,5,,,,,,,,,1.000,"$87,760",V,,,,,Summerhill,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
190,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Morris Brown Drive",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,"$87,760",K,T,,,,Washington Park,Just Us,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
189,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Ollie Street",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,"$87,760",K,T,,,,Washington Park,Ashview Heights,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
351,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Peachtree Street",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760",0%,,"$87,760",SW,,,,SW,1.000,"$87,760",,,2,,,,,,,,,,,,1.000,"$87,760",M,,,,,Downtown,,,,,,,,,,,Peachtree Street,"Martin L. King, Jr. Drive",,,,,,High Traffic Signals,1
662,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Piedmont Avenue & Capitol Avenue",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SE,,,SE,,1.000,"$87,760",,,,,,5,,,,,,,,,1.000,"$87,760",M,,,,,Capitol Square,,,,,,,,,,,Piedmont Avenue,"Martin L. King, Jr. Drive",,,,,,Medium Traffic Signals,1
352,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Pryor Street",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760",0%,,"$87,760",SW,,,,SW,1.000,"$87,760",,,2,,,,,,,,,,,,1.000,"$87,760",M,,,,,Downtown,,,,,,,,,,,"Martin L. King, Jr. Drive",Pryor Street,,,,,,High Traffic Signals,1
199,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Ralph D. Abernathy Boulevard & Anderson Avenue",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",I,,,,,,,,,,,,,,,,"Martin L. King, Jr. Drive",Ralph D. Abernathy Boulevard,,,,,,Medium Traffic Signals,1
200,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Ralph D. Abernathy Boulevard & I-20 W/B Ramp",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",I,,,,,,,,,,,,,,,,"Martin L. King, Jr. Drive",Ralph D. Abernathy Boulevard,,,,,,Medium Traffic Signals,1
275,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Spring Street",,"Replacement of traffic signal LED's, controller monitor signal wiring, communication, & timing at the intersection.",Low,"$74,920",,,"$74,920",SW,,,,SW,1.000,"$74,920",,,2,,,,,,,,,,,,1.000,"$74,920",M,,,,,Downtown,,,,,,,,,,,"Martin L. King, Jr. Drive",Spring Street,,,,,,Low Traffic Signals,1
185,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Sunset Avenue",Recovery Zone,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,"NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,$0,L,T,,,,Vine City,Atlanta University Center,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
184,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Vine Street & Tatnall Street",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,"NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,$0,L,T,,,,Vine City,Atlanta University Center,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
183,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Walnut Street",Recovery Zone,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,"NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,$0,L,T,,,,Vine City,Atlanta University Center,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
353,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Washington Street",,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",,,"$55,660",SW,,,,SW,1.000,"$55,660",,,2,,,,,,,,,,,,1.000,"$55,660",M,,,,,Downtown,,,,,,,,,,,"Martin L. King, Jr. Drive",Washington Street,,,,,,Low Traffic Signals,1
198,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ West Lake Avenue & I-20 Ramps",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",J,,,,,Penelope Neighbors,,,,,,,,,,,"Martin L. King, Jr. Drive",,,West Lake Avenue,,,,Medium Traffic Signals,1
491,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Westland Boulevard",,"Replacement of traffic signal LED's, controller monitor signal wiring, communication, & timing at the intersection.",Low,"$74,920",,,"$74,920","NW, SW",,NW,,SW,0.500,"$37,460",,,,,,,,,,,10,,,,1.000,"$74,920",I,,,,,Westhaven,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Low Traffic Signals,1
188,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Whitehouse Drive",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,3,,,,,,,,,,,1.000,"$87,760",K,T,,,,Washington Park,Ashview Heights,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,1
354,1.4.5,Traffic,Traffic Signals,"Martin L. King, Jr. Drive @ Wynnwood Drive",,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760","NW, SW",,NW,,SW,0.500,"$43,880",,,,,,,,,,,10,,,,1.000,"$87,760",I,,,,,Florida Heights,,,,,,,,,,,"Martin L. King, Jr. Drive",,,,,,,Medium Traffic Signals,4
788,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Fletcher Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Pittsburgh,,,,,,,,,,,,,,McDaniel Street,,,,Medium Traffic Signals,6
20,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Fulton Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Summerhill,,,,,,,,,,,,,,McDaniel Street,Fulton Street,,,Medium Traffic Signals,6
800,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Gardner Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Pittsburgh,,,,,,,,,,,,,,McDaniel Street,,,,Medium Traffic Signals,6
21,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Glenn Street,,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",,,"$55,660",SW,,,,SW,1.000,"$55,660",,,,,4,,,,,,,,,,1.000,"$55,660",V,,,,,Mechanicsville,,,,,,,,,,,,,,McDaniel Street,,,,Low Traffic Signals,7
28,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Greensferry Avenue,,"Replacement of traffic signal cabinet, controller monitor, signal wiring, communication, & timing at the intersection.",Medium,"$68,500",,,"$68,500",SW,,,,SW,1.000,"$68,500",,,,,4,,,,,,,,,,1.000,"$68,500",T,,,,,The Village of Castleberry Hill,,,,,,,,,,,,,,McDaniel Street,,,,Medium Traffic Signals,6
69,1.4.5,Traffic,Traffic Signals,McDaniel Street @ I-20 E/B Ramp,,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",,,"$55,660",SW,,,,SW,1.000,"$55,660",,,,,4,,,,,,,,,,1.000,"$55,660",V,,,,,Mechanicsville,,,,,,,,,,,,,,McDaniel Street,,,,Low Traffic Signals,7
355,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Mary Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Adair Park,,,,,,,,,,,,,,McDaniel Street,,,,Medium Traffic Signals,6
358,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Peters Street,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",High,"$59,940",0%,,"$59,940",SW,,,,SW,1.000,"$59,940",,,,,4,,,,,,,,,,1.000,"$59,940",T,,,,,The Villages of Castleberry HIll,,,,,,,,,,,Peters Street,,,McDaniel Street,,,,High Traffic Signals,3
9,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Richardson Street & Highrise Apartments Crosswalk,,"Replacement of traffic signal cabinet, controller monitor, signal wiring, communication, & timing at the intersection.",Medium,"$68,500",0%,,"$68,500",SW,,,,SW,1.000,"$68,500",,,,,4,,,,,,,,,,1.000,"$68,500",V,,,,,Pittsburgh,,,,,,,,,,,,,,McDaniel Street,,,,Medium Traffic Signals,6
359,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Rockwell Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",0%,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Pittsburgh,,,,,,,,,,,,,,McDaniel Street,,,,Medium Traffic Signals,6
360,1.4.5,Traffic,Traffic Signals,McDaniel Street @ University Avenue,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",0%,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Pittsburgh,,,,,,,,,,,,,,McDaniel Street,,,,Medium Traffic Signals,6
361,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Whitehall Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",0%,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Pittsburgh,,,,,,,,,,,Whitehall Street,,,McDaniel Street,,,,Medium Traffic Signals,2
612,1.4.5,Traffic,Traffic Signals,McDonough Boulevard @ Boulevard,Recovery Zone,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",100%,,$0,SE,,,SE,,1.000,"$40,680",,1,,,,,,,,,,,,,1.000,$0,W,Y,,,,Benteen Park,Chosewood Park,,,,,,,,,,McDonough Boulevard,Boulevard,,,,,,Low Traffic Signals,3
829,1.4.5,Traffic,Traffic Signals,McDonough Boulevard @ Henry Thomas Drive,Recovery Zone,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760",100%,,$0,SE,,,SE,,1.000,"$87,760",,1,,,,,,,,,,,,,1.000,$0,Z,,,,,Thomasville Heights,,,,,,,,,,,McDonough Boulevard,,,,,,,High Traffic Signals,3
323,1.4.5,Traffic,Traffic Signals,McDonough Boulevard @ Lakewood Avenue,Recovery Zone,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",100%,,$0,SE,,,SE,,1.000,"$40,680",,1,,,,,,,,,,,,,1.000,$0,Y,,,,,South Atlanta,,,,,,,,,,,McDonough Boulevard,Lakewood Avenue,,,,,,Low Traffic Signals,2
823,1.4.5,Traffic,Traffic Signals,McDonough Boulevard @ Milton Avenue & Harriett Street,Recovery Zone,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760",100%,,$0,SE,,,SE,,1.000,"$87,760",,1,,,,,,,,,,,,,1.000,$0,Y,,,,,South Atlanta,,,,,,,,,,,McDonough Boulevard,,,,,,,High Traffic Signals,3
